User's manual r01uh0637jj0220-rl78g11; Version 1.00; April 22, 2019
RegisterName,RegisterBookmark,RegisterTableCaption,NumberOfAppearance,ModuleInformation,SearchKey
TSR03,7.3.5 タイマ・ステータス・レジスタmn (TSRmn),図7-13タイマ・ステータス・レジスタmn(TSRmn)のフォーマット,,,
TSR03L,7.3.5 タイマ・ステータス・レジスタmn (TSRmn),図7-13タイマ・ステータス・レジスタmn(TSRmn)のフォーマット,,,
TE0,7.3.6 タイマ・チャネル許可ステータス・レジスタm (TEm),図7-14タイマ・チャネル許可ステータス・レジスタm(TEm)のフォーマット,,,
TE0L,7.3.6 タイマ・チャネル許可ステータス・レジスタm (TEm),図7-14タイマ・チャネル許可ステータス・レジスタm(TEm)のフォーマット,,,
TS0,7.3.7 タイマ・チャネル開始レジスタm (TSm),図7-15タイマ・チャネル開始レジスタm(TSm)のフォーマット,,,
TS0L,7.3.7 タイマ・チャネル開始レジスタm (TSm),図7-15タイマ・チャネル開始レジスタm(TSm)のフォーマット,,,
TT0,7.3.8 タイマ・チャネル停止レジスタm (TTm),図7-16タイマ・チャネル停止レジスタm(TTm)のフォーマット,,,
TT0L,7.3.8 タイマ・チャネル停止レジスタm (TTm),図7-16タイマ・チャネル停止レジスタm(TTm)のフォーマット,,,
TPS0,7.3.3 タイマ・クロック選択レジスタm (TPSm),図7-11タイマ・クロック選択レジスタm(TPSm)のフォーマット(1/2),,,
TO0,7.3.11 タイマ出力レジスタm (TOm),図7-19タイマ出力レジスタm(TOm)のフォーマット,,,
TO0L,7.3.11 タイマ出力レジスタm (TOm),図7-19タイマ出力レジスタm(TOm)のフォーマット,,,
TOE0,7.3.10 タイマ出力許可レジスタm (TOEm),図7-18タイマ出力許可レジスタm(TOEm)のフォーマット,,,
TOE0L,7.3.10 タイマ出力許可レジスタm (TOEm),図7-18タイマ出力許可レジスタm(TOEm)のフォーマット,,,
TOL0,7.3.12 タイマ出力レベル・レジスタm (TOLm),図7-20タイマ出力レベル・レジスタm(TOLm)のフォーマット,,,
TOL0L,7.3.12 タイマ出力レベル・レジスタm (TOLm),図7-20タイマ出力レベル・レジスタm(TOLm)のフォーマット,,,
TOM0,7.3.13 タイマ出力モード・レジスタm (TOMm),図7-21タイマ出力モード・レジスタm(TOMm)のフォーマット,,,
TOM0L,7.3.13 タイマ出力モード・レジスタm (TOMm),図7-21タイマ出力モード・レジスタm(TOMm)のフォーマット,,,
IICCTL00,14.3.3 IICAコントロール・レジスタn0 (IICCTLn0),図14-7IICAコントロール・レジスタn0(IICCTLn0)のフォーマット(1/4),,,
SPT0,14.3.3 IICAコントロール・レジスタn0 (IICCTLn0),図14-7IICAコントロール・レジスタn0(IICCTLn0)のフォーマット(4/4),1,,SPTn
STT0,14.3.3 IICAコントロール・レジスタn0 (IICCTLn0),図14-7IICAコントロール・レジスタn0(IICCTLn0)のフォーマット(3/4),1,,STTn
ACKE0,14.3.3 IICAコントロール・レジスタn0 (IICCTLn0),図14-7IICAコントロール・レジスタn0(IICCTLn0)のフォーマット(2/4),1,,ACKEn
WTIM0,14.3.3 IICAコントロール・レジスタn0 (IICCTLn0),図14-7IICAコントロール・レジスタn0(IICCTLn0)のフォーマット(2/4),1,,WTIMn
SPIE0,14.3.3 IICAコントロール・レジスタn0 (IICCTLn0),図14-7IICAコントロール・レジスタn0(IICCTLn0)のフォーマット(2/4),1,,SPIEn
WREL0,14.3.3 IICAコントロール・レジスタn0 (IICCTLn0),図14-7IICAコントロール・レジスタn0(IICCTLn0)のフォーマット(1/4),2,,WRELn
LREL0,14.3.3 IICAコントロール・レジスタn0 (IICCTLn0),図14-7IICAコントロール・レジスタn0(IICCTLn0)のフォーマット(1/4),2,,LRELn
IICE0,14.3.3 IICAコントロール・レジスタn0 (IICCTLn0),図14-7IICAコントロール・レジスタn0(IICCTLn0)のフォーマット(1/4),2,,IICEn
IICCTL01,14.3.6 IICAコントロール・レジスタn1 (IICCTLn1),図14-10IICAコントロール・レジスタn1(IICCTLn1)のフォーマット(1/2),,,
PRS0,14.3.6 IICAコントロール・レジスタn1 (IICCTLn1),図14-10IICAコントロール・レジスタn1(IICCTLn1)のフォーマット(2/2),1,,PRSn
DFC0,14.3.6 IICAコントロール・レジスタn1 (IICCTLn1),図14-10IICAコントロール・レジスタn1(IICCTLn1)のフォーマット(2/2),1,,DFCn
SMC0,14.3.6 IICAコントロール・レジスタn1 (IICCTLn1),図14-10IICAコントロール・レジスタn1(IICCTLn1)のフォーマット(2/2),1,,SMCn
DAD0,14.3.6 IICAコントロール・レジスタn1 (IICCTLn1),図14-10IICAコントロール・レジスタn1(IICCTLn1)のフォーマット(2/2),1,,DADn
CLD0,14.3.6 IICAコントロール・レジスタn1 (IICCTLn1),図14-10IICAコントロール・レジスタn1(IICCTLn1)のフォーマット(2/2),1,,CLDn
WUP0,14.3.6 IICAコントロール・レジスタn1 (IICCTLn1),図14-10IICAコントロール・レジスタn1(IICCTLn1)のフォーマット(1/2),2,,WUPn
IICWL0,14.3.7 IICAロウ・レベル幅設定レジスタn (IICWLn),図14-11IICAロウ・レベル幅設定レジスタn(IICWLn)のフォーマット,,,
IICWH0,14.3.8 IICAハイ・レベル幅設定レジスタn (IICWHn),図14-12IICAハイ・レベル幅設定レジスタn(IICWHn)のフォーマット,,,
SVA0,14.2 シリアル・インタフェースIICAの構成,図14-4スレーブ・アドレス・レジスタn(SVAn)のフォーマット,,,
IICCTL10,14.3.3 IICAコントロール・レジスタn0 (IICCTLn0),図14-7IICAコントロール・レジスタn0(IICCTLn0)のフォーマット(1/4),,,
SPT1,14.3.3 IICAコントロール・レジスタn0 (IICCTLn0),図14-7IICAコントロール・レジスタn0(IICCTLn0)のフォーマット(4/4),1,,SPTn
STT1,14.3.3 IICAコントロール・レジスタn0 (IICCTLn0),図14-7IICAコントロール・レジスタn0(IICCTLn0)のフォーマット(3/4),1,,STTn
ACKE1,14.3.3 IICAコントロール・レジスタn0 (IICCTLn0),図14-7IICAコントロール・レジスタn0(IICCTLn0)のフォーマット(2/4),1,,ACKEn
WTIM1,14.3.3 IICAコントロール・レジスタn0 (IICCTLn0),図14-7IICAコントロール・レジスタn0(IICCTLn0)のフォーマット(2/4),1,,WTIMn
SPIE1,14.3.3 IICAコントロール・レジスタn0 (IICCTLn0),図14-7IICAコントロール・レジスタn0(IICCTLn0)のフォーマット(2/4),1,,SPIEn
WREL1,14.3.3 IICAコントロール・レジスタn0 (IICCTLn0),図14-7IICAコントロール・レジスタn0(IICCTLn0)のフォーマット(1/4),2,,WRELn
LREL1,14.3.3 IICAコントロール・レジスタn0 (IICCTLn0),図14-7IICAコントロール・レジスタn0(IICCTLn0)のフォーマット(1/4),2,,LRELn
IICE1,14.3.3 IICAコントロール・レジスタn0 (IICCTLn0),図14-7IICAコントロール・レジスタn0(IICCTLn0)のフォーマット(1/4),2,,IICEn
IICCTL11,14.3.6 IICAコントロール・レジスタn1 (IICCTLn1),図14-10IICAコントロール・レジスタn1(IICCTLn1)のフォーマット(1/2),,,
PRS1,14.3.6 IICAコントロール・レジスタn1 (IICCTLn1),図14-10IICAコントロール・レジスタn1(IICCTLn1)のフォーマット(2/2),1,,PRSn
DFC1,14.3.6 IICAコントロール・レジスタn1 (IICCTLn1),図14-10IICAコントロール・レジスタn1(IICCTLn1)のフォーマット(2/2),1,,DFCn
SMC1,14.3.6 IICAコントロール・レジスタn1 (IICCTLn1),図14-10IICAコントロール・レジスタn1(IICCTLn1)のフォーマット(2/2),1,,SMCn
DAD1,14.3.6 IICAコントロール・レジスタn1 (IICCTLn1),図14-10IICAコントロール・レジスタn1(IICCTLn1)のフォーマット(2/2),1,,DADn
CLD1,14.3.6 IICAコントロール・レジスタn1 (IICCTLn1),図14-10IICAコントロール・レジスタn1(IICCTLn1)のフォーマット(2/2),1,,CLDn
WUP1,14.3.6 IICAコントロール・レジスタn1 (IICCTLn1),図14-10IICAコントロール・レジスタn1(IICCTLn1)のフォーマット(1/2),2,,WUPn
IICWL1,14.3.7 IICAロウ・レベル幅設定レジスタn (IICWLn),図14-11IICAロウ・レベル幅設定レジスタn(IICWLn)のフォーマット,,,
IICWH1,14.3.8 IICAハイ・レベル幅設定レジスタn (IICWHn),図14-12IICAハイ・レベル幅設定レジスタn(IICWHn)のフォーマット,,,
SVA1,14.2 シリアル・インタフェースIICAの構成,図14-4スレーブ・アドレス・レジスタn(SVAn)のフォーマット,,,
ELSELR00,21.3.1 イベント出力先選択レジスタn (ELSELRn) (n = 00-17),図21-2イベント出力先選択レジスタn(ELSELRn)のフォーマット,,,
ELSELR01,21.3.1 イベント出力先選択レジスタn (ELSELRn) (n = 00-17),図21-2イベント出力先選択レジスタn(ELSELRn)のフォーマット,,,
ELSELR02,21.3.1 イベント出力先選択レジスタn (ELSELRn) (n = 00-17),図21-2イベント出力先選択レジスタn(ELSELRn)のフォーマット,,,
ELSELR03,21.3.1 イベント出力先選択レジスタn (ELSELRn) (n = 00-17),図21-2イベント出力先選択レジスタn(ELSELRn)のフォーマット,,,
ELSELR04,21.3.1 イベント出力先選択レジスタn (ELSELRn) (n = 00-17),図21-2イベント出力先選択レジスタn(ELSELRn)のフォーマット,,,
ELSELR05,21.3.1 イベント出力先選択レジスタn (ELSELRn) (n = 00-17),図21-2イベント出力先選択レジスタn(ELSELRn)のフォーマット,,,
ELSELR06,21.3.1 イベント出力先選択レジスタn (ELSELRn) (n = 00-17),図21-2イベント出力先選択レジスタn(ELSELRn)のフォーマット,,,
ELSELR07,21.3.1 イベント出力先選択レジスタn (ELSELRn) (n = 00-17),図21-2イベント出力先選択レジスタn(ELSELRn)のフォーマット,,,
ELSELR08,21.3.1 イベント出力先選択レジスタn (ELSELRn) (n = 00-17),図21-2イベント出力先選択レジスタn(ELSELRn)のフォーマット,,,
ELSELR09,21.3.1 イベント出力先選択レジスタn (ELSELRn) (n = 00-17),図21-2イベント出力先選択レジスタn(ELSELRn)のフォーマット,,,
ELSELR10,21.3.1 イベント出力先選択レジスタn (ELSELRn) (n = 00-17),図21-2イベント出力先選択レジスタn(ELSELRn)のフォーマット,,,
ELSELR11,21.3.1 イベント出力先選択レジスタn (ELSELRn) (n = 00-17),図21-2イベント出力先選択レジスタn(ELSELRn)のフォーマット,,,
ELSELR12,21.3.1 イベント出力先選択レジスタn (ELSELRn) (n = 00-17),図21-2イベント出力先選択レジスタn(ELSELRn)のフォーマット,,,
ELSELR13,21.3.1 イベント出力先選択レジスタn (ELSELRn) (n = 00-17),図21-2イベント出力先選択レジスタn(ELSELRn)のフォーマット,,,
ELSELR14,21.3.1 イベント出力先選択レジスタn (ELSELRn) (n = 00-17),図21-2イベント出力先選択レジスタn(ELSELRn)のフォーマット,,,
ELSELR15,21.3.1 イベント出力先選択レジスタn (ELSELRn) (n = 00-17),図21-2イベント出力先選択レジスタn(ELSELRn)のフォーマット,,,
ELSELR16,21.3.1 イベント出力先選択レジスタn (ELSELRn) (n = 00-17),図21-2イベント出力先選択レジスタn(ELSELRn)のフォーマット,,,
ELSELR17,21.3.1 イベント出力先選択レジスタn (ELSELRn) (n = 00-17),図21-2イベント出力先選択レジスタn(ELSELRn)のフォーマット,,,
TPS2,10.3.3 タイマ・クロック選択レジスタ2（TPS2）,図10-6タイマ・クロック選択レジスタ2（TPS2）のフォーマット,,,
TPS3,8.3.4 タイマ・クロック選択レジスタ3（TPS3）,図8-5タイマ・クロック選択レジスタ3(TPS3)のフォーマット,,,
DTCBAR,20.3.12 DTCベース・アドレス・レジスタ(DTCBAR),図20-13DTCベース・アドレス・レジスタ(DTCBAR)のフォーマット,,,
DTCEN0,20.3.11 DTC起動許可レジスタi (DTCENi) (i = 0-2),図20-12DTC起動許可レジスタi(DTCENi)(i=0-2)のフォーマット,,,
DTCEN1,20.3.11 DTC起動許可レジスタi (DTCENi) (i = 0-2),図20-12DTC起動許可レジスタi(DTCENi)(i=0-2)のフォーマット,,,
DTCEN2,20.3.11 DTC起動許可レジスタi (DTCENi) (i = 0-2),図20-12DTC起動許可レジスタi(DTCENi)(i=0-2)のフォーマット,,,
CRC0CTL,28.3.1 フラッシュ・メモリCRC演算機能(高速CRC),図28-1フラッシュ・メモリCRC制御レジスタ(CRC0CTL)のフォーマット,,,
CRC0EN,28.3.1 フラッシュ・メモリCRC演算機能(高速CRC),図28-1フラッシュ・メモリCRC制御レジスタ(CRC0CTL)のフォーマット,2,,
PGCRCL,28.3.1 フラッシュ・メモリCRC演算機能(高速CRC),図28-2フラッシュ・メモリCRC演算結果レジスタ(PGCRCL)のフォーマット,,,
CRCD,28.3.2 CRC演算機能(汎用CRC),図28-5CRCデータ・レジスタ(CRCD)のフォーマット,,,
COMPMDR,19.3.3 コンパレータモード設定レジスタ(COMPMDR),図19-4コンパレータモード設定レジスタ(COMPMDR)のフォーマット(1/2),,,
C0ENB,19.3.3 コンパレータモード設定レジスタ(COMPMDR),図19-4コンパレータモード設定レジスタ(COMPMDR)のフォーマット(2/2),2,,
C1ENB,19.3.3 コンパレータモード設定レジスタ(COMPMDR),図19-4コンパレータモード設定レジスタ(COMPMDR)のフォーマット(1/2),2,,
COMPFIR,19.3.4 コンパレータフィルタ制御レジスタ(COMPFIR),図19-5コンパレータフィルタ制御レジスタ(COMPFIR)のフォーマット,,,
COMPOCR,19.3.5 コンパレータ出力制御レジスタ(COMPOCR),図19-6コンパレータ出力制御レジスタ(COMPOCR)のフォーマット,,,
C0IE,19.3.5 コンパレータ出力制御レジスタ(COMPOCR),図19-6コンパレータ出力制御レジスタ(COMPOCR)のフォーマット,2,,
C0OE,19.3.5 コンパレータ出力制御レジスタ(COMPOCR),図19-6コンパレータ出力制御レジスタ(COMPOCR)のフォーマット,2,,
C0OP,19.3.5 コンパレータ出力制御レジスタ(COMPOCR),図19-6コンパレータ出力制御レジスタ(COMPOCR)のフォーマット,2,,
C1IE,19.3.5 コンパレータ出力制御レジスタ(COMPOCR),図19-6コンパレータ出力制御レジスタ(COMPOCR)のフォーマット,2,,
C1OE,19.3.5 コンパレータ出力制御レジスタ(COMPOCR),図19-6コンパレータ出力制御レジスタ(COMPOCR)のフォーマット,2,,
C1OP,19.3.5 コンパレータ出力制御レジスタ(COMPOCR),図19-6コンパレータ出力制御レジスタ(COMPOCR)のフォーマット,2,,
SPDMD,19.3.5 コンパレータ出力制御レジスタ(COMPOCR),図19-6コンパレータ出力制御レジスタ(COMPOCR)のフォーマット,2,,
COMPISEL,18.3.4 コンパレータ入力信号選択制御レジスタ （COMPISEL）,図18-5コンパレータ入力信号選択制御レジスタ（COMPISEL）のフォーマット,,,
PGACTL,18.3.3 PGA制御レジスタ（PGACTL）,図18-4PGA制御レジスタ（PGACTL）のフォーマット,,,
PGAEN,18.3.3 PGA制御レジスタ（PGACTL）,図18-4PGA制御レジスタ（PGACTL）のフォーマット,2,,
TRTCMP0,9.3.4 8ビット・インターバル・タイマ・コンペア・レジスタn (TRTCMPn) (n = 0),図9-58ビット・インターバル・タイマ・コンペア・レジスタn(TRTCMPn)のフォーマット,,,
TRTCMP00,"9.3.3 8ビット・インターバル・タイマ・コンペア・レジスタni (TRTCMPni) (n = 0, i = 0, 1)",図9-48ビット・インターバル・タイマ・コンペア・レジスタni(TRTCMPni)のフォーマット,,,
TRTCMP01,"9.3.3 8ビット・インターバル・タイマ・コンペア・レジスタni (TRTCMPni) (n = 0, i = 0, 1)",図9-48ビット・インターバル・タイマ・コンペア・レジスタni(TRTCMPni)のフォーマット,,,
TRTCR0,9.3.5 8ビット・インターバル・タイマ制御レジスタn (TRTCRn) (n = 0),図9-68ビット・インターバル・タイマ制御レジスタn(TRTCRn)のフォーマット,,,
TSTART00,9.3.5 8ビット・インターバル・タイマ制御レジスタn (TRTCRn) (n = 0),図9-68ビット・インターバル・タイマ制御レジスタn(TRTCRn)のフォーマット,2,,TSTARTn0
TSTART01,9.3.5 8ビット・インターバル・タイマ制御レジスタn (TRTCRn) (n = 0),図9-68ビット・インターバル・タイマ制御レジスタn(TRTCRn)のフォーマット,2,,TSTARTn1
TRTMD0,9.3.6 8ビット・インターバル・タイマ分周レジスタn (TRTMDn) (n = 0),図9-78ビット・インターバル・タイマ分周レジスタn(TRTMDn)のフォーマット,,,
TKBCR00,10.2.1 16ビット・タイマKBコンペア・レジスタn0-n3（TKBCRn0-TKBCRn3）,図10-216ビット・タイマKBコンペア・レジスタnm（TKBCRnm）のフォーマット,,,
TKBCR01,10.2.1 16ビット・タイマKBコンペア・レジスタn0-n3（TKBCRn0-TKBCRn3）,図10-216ビット・タイマKBコンペア・レジスタnm（TKBCRnm）のフォーマット,,,
TKBCR02,10.2.1 16ビット・タイマKBコンペア・レジスタn0-n3（TKBCRn0-TKBCRn3）,図10-216ビット・タイマKBコンペア・レジスタnm（TKBCRnm）のフォーマット,,,
TKBCR03,10.2.1 16ビット・タイマKBコンペア・レジスタn0-n3（TKBCRn0-TKBCRn3）,図10-216ビット・タイマKBコンペア・レジスタnm（TKBCRnm）のフォーマット,,,
TKBTGCR0,10.2.2 16ビット・タイマKBトリガ・コンペア・レジスタn（TKBTGCRn）,図10-316ビット・タイマKBトリガ・コンペア・レジスタn（TKBTGCRn）のフォーマット,,,
TKBSIR00,"10.3.14 16ビット・タイマKBソフト・スタート初期デューティ・レジスタn0, n1 （TKBSIRn0, TKBSIRn1）",図10-1716ビット・タイマKBソフト・スタート初期デューティ・レジスタnp（TKBSIRnp）のフォーマット,,,
TKBSIR01,"10.3.14 16ビット・タイマKBソフト・スタート初期デューティ・レジスタn0, n1 （TKBSIRn0, TKBSIRn1）",図10-1716ビット・タイマKBソフト・スタート初期デューティ・レジスタnp（TKBSIRnp）のフォーマット,,,
TKBDNR00,"10.3.11 16ビット・タイマKBディザリング数レジスタn0, n1（TKBDNRn0, TKBDNRn1）",図10-1416ビット・タイマKBディザリング数レジスタnp（TKBDNRnp）のフォーマット,,,
TKBSSR00,"10.3.15 16ビット・タイマKBソフト・スタート・ステップ幅レジスタn0, n1 （TKBSSRn0, TKBSSRn1）",図10-1816ビット・タイマKBソフト・スタート・ステップ幅レジスタnp（TKBSSRnp）のフォーマット,,,
TKBDNR01,"10.3.11 16ビット・タイマKBディザリング数レジスタn0, n1（TKBDNRn0, TKBDNRn1）",図10-1416ビット・タイマKBディザリング数レジスタnp（TKBDNRnp）のフォーマット,,,
TKBSSR01,"10.3.15 16ビット・タイマKBソフト・スタート・ステップ幅レジスタn0, n1 （TKBSSRn0, TKBSSRn1）",図10-1816ビット・タイマKBソフト・スタート・ステップ幅レジスタnp（TKBSSRnp）のフォーマット,,,
TKBTRG0,10.3.9 16ビット・タイマKBトリガ・レジスタn（TKBTRGn）,図10-1216ビット・タイマKBトリガ・レジスタn（TKBTRGn）のフォーマット,,,
TKBRDT0,10.3.9 16ビット・タイマKBトリガ・レジスタn（TKBTRGn）,図10-1216ビット・タイマKBトリガ・レジスタn（TKBTRGn）のフォーマット,2,,TKBRDTn
TKBFLG0,10.3.8 16ビット・タイマKBフラグ・レジスタn（TKBFLGn）,図10-1116ビット・タイマKBフラグ・レジスタn（TKBFLGn）のフォーマット,,,
TKBRSF0,10.3.8 16ビット・タイマKBフラグ・レジスタn（TKBFLGn）,図10-1116ビット・タイマKBフラグ・レジスタn（TKBFLGn）のフォーマット,2,,TKBRSFn
TKBMFF0,10.3.8 16ビット・タイマKBフラグ・レジスタn（TKBFLGn）,図10-1116ビット・タイマKBフラグ・レジスタn（TKBFLGn）のフォーマット,2,,TKBMFFn
TKBIEF0,10.3.8 16ビット・タイマKBフラグ・レジスタn（TKBFLGn）,図10-1116ビット・タイマKBフラグ・レジスタn（TKBFLGn）のフォーマット,2,,TKBIEFn
TKBIRF0,10.3.8 16ビット・タイマKBフラグ・レジスタn（TKBFLGn）,図10-1116ビット・タイマKBフラグ・レジスタn（TKBFLGn）のフォーマット,2,,TKBIRFn
TKBSEF00,10.3.8 16ビット・タイマKBフラグ・レジスタn（TKBFLGn）,図10-1116ビット・タイマKBフラグ・レジスタn（TKBFLGn）のフォーマット,1,,TKBSEFnp
TKBSEF01,10.3.8 16ビット・タイマKBフラグ・レジスタn（TKBFLGn）,図10-1116ビット・タイマKBフラグ・レジスタn（TKBFLGn）のフォーマット,1,,TKBSEFnp
TKBSSF00,10.3.8 16ビット・タイマKBフラグ・レジスタn（TKBFLGn）,図10-1116ビット・タイマKBフラグ・レジスタn（TKBFLGn）のフォーマット,1,,TKBSSFnp
TKBSSF01,10.3.8 16ビット・タイマKBフラグ・レジスタn（TKBFLGn）,図10-1116ビット・タイマKBフラグ・レジスタn（TKBFLGn）のフォーマット,1,,TKBSSFnp
TKBCRLD00,10.3.12 16ビット・タイマKBコンペア1L＆ディザリング数レジスタn0 （TKBCRLDn0）,図10-1516ビット・タイマKBコンペア1L＆ディザリング数レジスタn0（TKBCRLDn0）のフォーマット,,,
TKBCRLD01,10.3.13 16ビット・タイマKBコンペア3L＆ディザリング数レジスタn1 （TKBCRLDn1）,図10-1616ビット・タイマKBコンペア3L＆ディザリング数レジスタn1（TKBCRLDn1）のフォーマット,,,
TKBCTL00,10.3.4 16ビット・タイマKB動作制御レジスタn0（TKBCTLn0）,図10-716ビット・タイマKB動作制御レジスタn0（TKBCTLn0）のフォーマット（1/2）,,,
TKBMFR0,10.3.16 16ビット・タイマKB最大周波数リミット設定レジスタn（TKBMFRn）,図10-1916ビット・タイマKB最大周波数リミット設定レジスタn（TKBMFRn）のフォーマット,,,
TKBIOC00,10.3.6 16ビット・タイマKB出力制御レジスタn0（TKBIOCn0）,図10-916ビット・タイマKB出力制御レジスタn0（TKBIOCn0）のフォーマット,,,
TKBTOD00,10.3.6 16ビット・タイマKB出力制御レジスタn0（TKBIOCn0）,図10-916ビット・タイマKB出力制御レジスタn0（TKBIOCn0）のフォーマット,1,,TKBTODnp
TKBTOD01,10.3.6 16ビット・タイマKB出力制御レジスタn0（TKBIOCn0）,図10-916ビット・タイマKB出力制御レジスタn0（TKBIOCn0）のフォーマット,1,,TKBTODnp
TKBTOL00,10.3.6 16ビット・タイマKB出力制御レジスタn0（TKBIOCn0）,図10-916ビット・タイマKB出力制御レジスタn0（TKBIOCn0）のフォーマット,1,,TKBTOLnp
TKBTOL01,10.3.6 16ビット・タイマKB出力制御レジスタn0（TKBIOCn0）,図10-916ビット・タイマKB出力制御レジスタn0（TKBIOCn0）のフォーマット,1,,TKBTOLnp
TKBCLR0,10.3.10 16ビット・タイマKBフラグ・クリア・トリガ・レジスタn（TKBCLRn）,図10-1316ビット・タイマKBフラグ・クリア・トリガ・レジスタn（TKBCLRn）のフォーマット,,,
TKBCLMF0,10.3.10 16ビット・タイマKBフラグ・クリア・トリガ・レジスタn（TKBCLRn）,図10-1316ビット・タイマKBフラグ・クリア・トリガ・レジスタn（TKBCLRn）のフォーマット,2,,TKBCLMFn
TKBCLIE0,10.3.10 16ビット・タイマKBフラグ・クリア・トリガ・レジスタn（TKBCLRn）,図10-1316ビット・タイマKBフラグ・クリア・トリガ・レジスタn（TKBCLRn）のフォーマット,2,,TKBCLIEn
TKBCLIR0,10.3.10 16ビット・タイマKBフラグ・クリア・トリガ・レジスタn（TKBCLRn）,図10-1316ビット・タイマKBフラグ・クリア・トリガ・レジスタn（TKBCLRn）のフォーマット,2,,TKBCLIRn
TKBCLSE00,10.3.10 16ビット・タイマKBフラグ・クリア・トリガ・レジスタn（TKBCLRn）,図10-1316ビット・タイマKBフラグ・クリア・トリガ・レジスタn（TKBCLRn）のフォーマット,1,,TKBCLSEnp
TKBCLSE01,10.3.10 16ビット・タイマKBフラグ・クリア・トリガ・レジスタn（TKBCLRn）,図10-1316ビット・タイマKBフラグ・クリア・トリガ・レジスタn（TKBCLRn）のフォーマット,1,,TKBCLSEnp
TKBIOC01,10.3.7 16ビット・タイマKB出力制御レジスタn1（TKBIOCn1）,図10-1016ビット・タイマKB出力制御レジスタn1（TKBIOCn1）のフォーマット,,,
TKBTOE00,10.3.7 16ビット・タイマKB出力制御レジスタn1（TKBIOCn1）,図10-1016ビット・タイマKB出力制御レジスタn1（TKBIOCn1）のフォーマット,1,,TKBTOEnp
TKBTOE01,10.3.7 16ビット・タイマKB出力制御レジスタn1（TKBIOCn1）,図10-1016ビット・タイマKB出力制御レジスタn1（TKBIOCn1）のフォーマット,1,,TKBTOEnp
TKBCTL01,10.3.5 16ビット・タイマKB動作制御レジスタn1（TKBCTLn1）,図10-816ビット・タイマKB動作制御レジスタn1（TKBCTLn1）のフォーマット,,,
TKBCE0,10.3.5 16ビット・タイマKB動作制御レジスタn1（TKBCTLn1）,図10-816ビット・タイマKB動作制御レジスタn1（TKBCTLn1）のフォーマット,1,,TKBCEn
TKBPACTL00,10.6.3 強制出力停止機能を制御するレジスタ,図10-66強制出力停止機能制御レジスタ0p（TKBPACTL0p）のフォーマット（1/2）,,,
TKBPACTL01,10.6.3 強制出力停止機能を制御するレジスタ,図10-66強制出力停止機能制御レジスタ0p（TKBPACTL0p）のフォーマット（1/2）,,,
TKBPAHFS0,10.6.3 強制出力停止機能を制御するレジスタ,図10-69強制出力停止機能1開始トリガ・レジスタn（TKBPAHFSn）のフォーマット,,,
TKBPAHTS00,10.6.3 強制出力停止機能を制御するレジスタ,図10-69強制出力停止機能1開始トリガ・レジスタn（TKBPAHFSn）のフォーマット,1,,TKBPAHTSnp
TKBPAHTS01,10.6.3 強制出力停止機能を制御するレジスタ,図10-69強制出力停止機能1開始トリガ・レジスタn（TKBPAHFSn）のフォーマット,1,,TKBPAHTSnp
TKBPAHFT0,10.6.3 強制出力停止機能を制御するレジスタ,図10-70強制出力停止機能1解除トリガ・レジスタn（TKBPAHFTn）のフォーマット,,,
TKBPAHTT00,10.6.3 強制出力停止機能を制御するレジスタ,図10-70強制出力停止機能1解除トリガ・レジスタn（TKBPAHFTn）のフォーマット,1,,TKBPAHTTnp
TKBPAHTT01,10.6.3 強制出力停止機能を制御するレジスタ,図10-70強制出力停止機能1解除トリガ・レジスタn（TKBPAHFTn）のフォーマット,1,,TKBPAHTTnp
TKBPAFLG0,10.6.3 強制出力停止機能を制御するレジスタ,図10-68強制出力停止機能フラグ・レジスタ（TKBPAFLGn）のフォーマット,,,
TKBPAHIF00,10.6.3 強制出力停止機能を制御するレジスタ,図10-68強制出力停止機能フラグ・レジスタ（TKBPAFLGn）のフォーマット,1,,TKBPAHIFnp
TKBPAFIF00,10.6.3 強制出力停止機能を制御するレジスタ,図10-68強制出力停止機能フラグ・レジスタ（TKBPAFLGn）のフォーマット,1,,TKBPAFIFnp
TKBPAHIF01,10.6.3 強制出力停止機能を制御するレジスタ,図10-68強制出力停止機能フラグ・レジスタ（TKBPAFLGn）のフォーマット,1,,TKBPAHIFnp
TKBPAFIF01,10.6.3 強制出力停止機能を制御するレジスタ,図10-68強制出力停止機能フラグ・レジスタ（TKBPAFLGn）のフォーマット,1,,TKBPAFIFnp
TKBPAHSF00,10.6.3 強制出力停止機能を制御するレジスタ,図10-68強制出力停止機能フラグ・レジスタ（TKBPAFLGn）のフォーマット,1,,TKBPAHSFnp
TKBPAFSF00,10.6.3 強制出力停止機能を制御するレジスタ,図10-68強制出力停止機能フラグ・レジスタ（TKBPAFLGn）のフォーマット,1,,TKBPAFSFnp
TKBPAHSF01,10.6.3 強制出力停止機能を制御するレジスタ,図10-68強制出力停止機能フラグ・レジスタ（TKBPAFLGn）のフォーマット,1,,TKBPAHSFnp
TKBPAFSF01,10.6.3 強制出力停止機能を制御するレジスタ,図10-68強制出力停止機能フラグ・レジスタ（TKBPAFLGn）のフォーマット,1,,TKBPAFSFnp
TKBPACTL02,10.6.3 強制出力停止機能を制御するレジスタ,図10-67強制出力停止機能制御レジスタn2（TKBPACTLn2）のフォーマット,,,
